,Positive Score,Negative Score,Player,Pos,Squad,Season,Comp,PlayerScore
16388,0.40152272359505414,7.225589394423996,Juanmi,"FW,MF",Real Sociedad,2017,La Liga,-6.824066670828942
16389,41.53439176432907,-1.3474980662166358,Juanpe,DF,Girona,2017,La Liga,42.88188983054571
16390,-21.959724501425505,-2.4097875814343346,Juanpi,"MF,FW",Málaga,2017,La Liga,-19.549936919991172
16391,-37.21523603158705,-8.773745881427404,Mariano Julio Izco,MF,Crotone,2017,Serie A,-28.441490150159645
16392,30.70132693613617,4.8284680426844835,Christopher Jullien,DF,Toulouse,2017,Ligue 1,25.872858893451685
16393,-6.051674082028105,-5.3765875515905535,David Juncà,DF,Eibar,2017,La Liga,-0.675086530437552
16394,23.63124153121641,10.365771062387015,Gideon Jung,"MF,DF",Hamburger SV,2017,Bundesliga,13.265470468829395
16395,-46.27716830407255,-7.920108089093404,Sebastian Jung,DF,Wolfsburg,2017,Bundesliga,-38.35706021497915
16396,18.01343608901994,0.033949584977220226,Zlatko Junuzović,"MF,FW",Werder Bremen,2017,Bundesliga,17.97948650404272
16397,45.76385905159048,10.041518639820454,Mathias Jørgensen,DF,Huddersfield,2017,Premier League,35.72234041177003
16398,21.83098202794084,3.3314904275759387,Christian Kabasele,DF,Watford,2017,Premier League,18.4994916003649
16399,-42.59761914482197,-6.163611348000736,Younès Kaboul,DF,Watford,2017,Premier League,-36.434007796821234
16400,-32.8186221148136,-7.074753441055855,Alexander Kačaniklić,"MF,FW",Nantes,2017,Ligue 1,-25.743868673757746
16401,-30.851377636027692,-9.055797629293835,Gojko Kačar,DF,Augsburg,2017,Bundesliga,-21.795580006733857
16402,-14.580543161990386,0.8677362163661254,Elias Kachunga,"FW,MF",Huddersfield,2017,Premier League,-15.448279378356512
16403,29.0865129585839,3.518906974463098,Pavel Kadeřábek,"FW,DF",Hoffenheim,2017,Bundesliga,25.567605984120803
16404,16.104187724736224,-2.6527045646590506,Shinji Kagawa,MF,Dortmund,2017,Bundesliga,18.756892289395275
16405,-47.8243851845727,-10.42789410799537,Sullay Kaikai,MF,Crystal Palace,2017,Premier League,-37.39649107657733
16406,23.76008834386006,3.5393867046688823,Florian Kainz,"MF,FW",Werder Bremen,2017,Bundesliga,20.220701639191176
16407,-35.748942941594436,-5.035525077432584,Dominik Kaiser,"MF,FW",RB Leipzig,2017,Bundesliga,-30.71341786416185
16408,66.0647869728161,19.478973376224374,Gaël Kakuta,"MF,FW",Amiens,2017,Ligue 1,46.58581359659172
16409,5.7099948316297615,5.310515693404353,Nikola Kalinić,FW,Milan,2017,Serie A,0.39947913822540837
16410,26.486311420744947,6.599829092924171,Salomon Kalou,"FW,MF",Hertha BSC,2017,Bundesliga,19.886482327820776
16411,-37.22835426728365,-9.127698589393962,Daichi Kamada,"MF,FW",Eint Frankfurt,2017,Bundesliga,-28.100655677889687
16412,39.394477703359826,12.52795088228273,François Kamano,FW,Bordeaux,2017,Ligue 1,26.866526821077095
16413,-21.680321699684633,-7.557026061720648,Boubacar Kamara,"DF,MF",Marseille,2017,Ligue 1,-14.123295637963984
16414,-5.527782105788494,-3.8643973753114937,Marcin Kamiński,DF,Stuttgart,2017,Bundesliga,-1.663384730477
16415,42.97751075768365,3.414138872637574,Kevin Kampl,MF,RB Leipzig,2017,Bundesliga,39.56337188504608
16416,-36.35286056697214,-6.3188322720092795,Kevin Kampl,MF,Leverkusen,2017,Bundesliga,-30.03402829496286
16417,60.178158223900624,19.37190447807175,Harry Kane,FW,Tottenham,2017,Premier League,40.80625374582887
16418,-39.47967138975023,-5.082093983213084,Wilfried Kanga,"FW,MF",Angers,2017,Ligue 1,-34.397577406537145
16419,-39.498316793763706,-10.151560262804425,Mamadou Kanouté,"FW,MF",Benevento,2017,Serie A,-29.346756530959283
16420,87.49503685787388,10.132737351182218,N'Golo Kanté,MF,Chelsea,2017,Premier League,77.36229950669167
16421,-40.88120584464474,-5.466167424383597,Bartosz Kapustka,"FW,MF",Freiburg,2017,Bundesliga,-35.41503842026114
16422,-20.497121755367278,-0.9035906682333521,Kenan Karaman,"MF,FW",Hannover 96,2017,Bundesliga,-19.593531087133925
16423,-20.715333790286397,-2.2324088189691924,Yann Karamoh,"FW,MF",Inter,2017,Serie A,-18.482924971317203
16424,-43.87537169604746,-6.136224941090118,Rick Karsdorp,DF,Roma,2017,Serie A,-37.73914675495734
16425,-37.16353505832185,-8.171812483357822,Aleksandar Katai,"MF,DF",Alavés,2017,La Liga,-28.991722574964026
16426,-20.524893304142374,-0.5338310658906621,Florian Kath,"FW,MF",Freiburg,2017,Bundesliga,-19.99106223825171
16427,-47.71424361306496,-9.339612463104794,Ole Käuper,MF,Werder Bremen,2017,Bundesliga,-38.374631149960166
16428,-23.365674186022982,-3.285788856997608,Beram Kayal,MF,Brighton,2017,Premier League,-20.079885329025373
16429,-37.66849512893326,-6.37587825950426,Joris Kayembe,"FW,MF",Nantes,2017,Ligue 1,-31.292616869428997
16430,-32.02150228098384,-3.904906168930498,Olarenwaju Kayode,"FW,MF",Girona,2017,La Liga,-28.11659611205334
16431,-18.730963268296737,4.716701868065652,Moise Kean,FW,Hellas Verona,2017,Serie A,-23.44766513636239
16432,29.250653450673596,-0.6394736590792829,Michael Keane,DF,Everton,2017,Premier League,29.89012710975288
16433,41.30715168723166,2.9624360926862687,Thilo Kehrer,DF,Schalke 04,2017,Bundesliga,38.34471559454539
16434,-42.361941605339055,-9.443733054345149,Cheick Keita,DF,Bologna,2017,Serie A,-32.91820855099391
16435,59.53149894466847,19.8330796905228,Naby Keïta,MF,RB Leipzig,2017,Bundesliga,39.69841925414567
16436,-6.529769966429106,2.643950821949299,Keko,"MF,FW",Málaga,2017,La Liga,-9.173720788378404
16437,-18.594494766133487,2.7537680661450414,Martin Kelly,DF,Crystal Palace,2017,Premier League,-21.34826283227853
16438,-16.274277996733545,-4.022201699881858,Marc-Oliver Kempf,DF,Freiburg,2017,Bundesliga,-12.252076296851687
16439,-3.7693690911209945,0.4639153595370516,Kenedy,"MF,DF",Newcastle Utd,2017,Premier League,-4.233284450658046
16440,6.4140726937341235,-1.5831805008912558,Jonjoe Kenny,DF,Everton,2017,Premier League,7.9972531946253795
16441,-38.21807583853839,-5.284851430491999,Ryan Kent,"FW,MF",Freiburg,2017,Bundesliga,-32.93322440804639
16442,57.204776414093644,1.9368293695515337,Christophe Kerbrat,DF,Guingamp,2017,Ligue 1,55.26794704454211
16443,85.59855202265422,23.325650802561043,Franck Kessié,MF,Milan,2017,Serie A,62.272901220093175
16444,-27.353968669567262,-4.512316631693257,Billy Ketkeophomphone,MF,Angers,2017,Ligue 1,-22.841652037874006
16445,-50.93841636142631,-6.100912169780589,Driss Khalid,FW,Toulouse,2017,Ligue 1,-44.83750419164572
16446,18.95601667764935,4.920182183907163,Saîf-Eddine Khaoui,"MF,FW",Troyes,2017,Ligue 1,14.03583449374219
16447,31.8896181670921,15.448712846910821,Wahbi Khazri,"FW,MF",Rennes,2017,Ligue 1,16.44090532018128
16448,17.946806271514575,3.934522367508138,Rani Khedira,"MF,DF",Augsburg,2017,Bundesliga,14.012283904006438
16449,23.290462676206538,-1.2930392771807904,Sami Khedira,MF,Juventus,2017,Serie A,24.583501953387326
16450,-49.98193278939066,-9.870730963379382,Stefan Kießling,"DF,MF",Leverkusen,2017,Bundesliga,-40.11120182601128
16451,11.638882296140848,15.201273835531088,Kiké,FW,Eibar,2017,La Liga,-3.562391539390241
16452,91.22662987898904,1.6022874953271702,Joshua Kimmich,DF,Bayern Munich,2017,Bundesliga,89.62434238366187
16453,40.224676249585244,16.794755844768115,Presnel Kimpembe,DF,Paris S-G,2017,Ligue 1,23.42992040481713
16454,-29.0744617294874,-5.488264220914952,Andy King,MF,Leicester City,2017,Premier League,-23.586197508572447
16455,-14.833921561891266,-7.257444120469226,Andy King,MF,Swansea City,2017,Premier League,-7.57647744142204
16456,43.06132808603252,19.4628853583123,Joshua King,"FW,MF",Bournemouth,2017,Premier League,23.59844272772022
16457,4.487958736626368,-6.361783547638816,Simon Kjær,DF,Sevilla,2017,La Liga,10.849742284265183
16458,-34.335561927617775,-5.1051242040428715,Davy Klaassen,"MF,FW",Everton,2017,Premier League,-29.2304377235749
16459,34.24434264289335,8.09461346211869,Felix Klaus,"MF,FW",Hannover 96,2017,Bundesliga,26.14972918077466
16460,26.10714667024691,-5.125332018483426,Ragnar Klavan,DF,Liverpool,2017,Premier League,31.232478688730335
16461,-14.85044228527768,5.320945445557571,Tim Kleindienst,"FW,DF",Freiburg,2017,Bundesliga,-20.17138773083525
16462,22.689936880600452,-2.99053649723433,Lukas Klostermann,DF,RB Leipzig,2017,Bundesliga,25.680473377834783
16463,-5.623030032265575,4.964266462253898,Lukas Klünter,"DF,FW",Köln,2017,Bundesliga,-10.587296494519473
16464,33.610600946706086,3.753786509647263,Robin Knoche,DF,Wolfsburg,2017,Bundesliga,29.856814437058823
16465,42.06224661426153,8.729657896262413,Anthony Knockaert,"MF,FW",Brighton,2017,Premier League,33.332588717999116
16466,-61.3863565549062,-10.384679509747766,Törles Knöll,"MF,FW",Hamburger SV,2017,Bundesliga,-51.00167704515843
16467,12.805324084410197,-1.0047575058657912,Robin Koch,"MF,DF",Freiburg,2017,Bundesliga,13.810081590275988
16468,-37.727462170024374,-5.066226151990092,Kenan Kodro,"FW,DF",Mainz 05,2017,Bundesliga,-32.66123601803428
16469,20.19523825125291,9.946650196327278,Dominik Kohr,MF,Leverkusen,2017,Bundesliga,10.248588054925632
16470,-38.191772325903045,-7.535616793314076,Seybou Koita,FW,Amiens,2017,Ligue 1,-30.65615553258897
16471,83.85316557323746,5.849937154063149,Koke,MF,Atlético Madrid,2017,La Liga,78.00322841917432
16472,115.95733108070498,9.986168168890371,Aleksandar Kolarov,DF,Roma,2017,Serie A,105.9711629118146
16473,38.27330631065776,0.6599904344908628,Sead Kolašinac,DF,Arsenal,2017,Premier League,37.613315876166894
16474,22.56243818416256,-4.333254647283835,Vincent Kompany,DF,Manchester City,2017,Premier League,26.895692831446393
16475,-9.695875046652976,-2.4696895442710254,Ibrahima Konaté,DF,RB Leipzig,2017,Bundesliga,-7.22618550238195
16476,17.097056940778383,19.452299697273638,Moussa Konaté,FW,Amiens,2017,Ligue 1,-2.3552427564952545
16477,68.53605200272058,18.939746087905224,Geoffrey Kondogbia,MF,Valencia,2017,La Liga,49.59630591481536
16478,16.93715870819931,3.239414893897306,Bakary Koné,DF,Strasbourg,2017,Ligue 1,13.697743814302003
16479,-18.632704209652047,-6.745155065178645,Terence Kongolo,DF,Huddersfield,2017,Premier League,-11.887549144473402
16480,-32.84617370586126,-7.57180560239763,Terence Kongolo,DF,Monaco,2017,Ligue 1,-25.27436810346363
16481,14.803416128230436,0.6129902537647863,Yevhen Konoplyanka,"FW,MF",Schalke 04,2017,Bundesliga,14.19042587446565
16482,28.285567836483064,3.0757669121391977,Julian Korb,"DF,MF",Hannover 96,2017,Bundesliga,25.209800924343867
16483,47.03620075051267,2.2733506212694494,Laurent Koscielny,DF,Arsenal,2017,Premier League,44.76285012924322
16484,32.859688980404286,15.508517851939667,Filip Kostić,"FW,MF",Hamburger SV,2017,Bundesliga,17.35117112846462
16485,-22.79834975816739,1.987355689424494,Christian Kouakou,"MF,FW",Caen,2017,Ligue 1,-24.785705447591884
16486,-28.73454593950438,-6.829717423776608,Rominigue Kouamé,"DF,MF",Lille,2017,Ligue 1,-21.904828515727772
16487,88.6199656337275,5.4244124740142,Kalidou Koulibaly,DF,Napoli,2017,Serie A,83.1955531597133
16488,7.521577123455237,-4.818549246725048,Jules Koundé,DF,Bordeaux,2017,Ligue 1,12.340126370180286
16489,25.79281624482708,13.702989748522759,Cheikhou Kouyaté,MF,West Ham,2017,Premier League,12.08982649630432
16490,9.4111092972329,-4.685943635490853,Mateo Kovačić,MF,Real Madrid,2017,La Liga,14.097052932723752
16491,-9.897055542536032,-4.048945272703413,Dawid Kownacki,FW,Sampdoria,2017,Serie A,-5.848110269832619
16492,-9.779227590768405,-2.772259327717657,Vincent Koziello,MF,Nice,2017,Ligue 1,-7.006968263050748
16493,-7.17275256965185,-3.167557408624982,Vincent Koziello,MF,Köln,2017,Bundesliga,-4.005195161026869
16494,-12.289375569426436,-2.862340513551098,Emil Krafth,DF,Bologna,2017,Serie A,-9.427035055875338
16495,-41.22886668254175,-5.446541787795337,Oliver Kragl,MF,Crotone,2017,Serie A,-35.78232489474641
16496,49.73850908201969,3.9237282830844276,Andrej Kramarić,"FW,MF",Hoffenheim,2017,Bundesliga,45.81478079893526
16497,43.56117014285231,8.517593734583931,Christoph Kramer,MF,M'Gladbach,2017,Bundesliga,35.04357640826838
16498,-26.76098121756657,-9.353222115861012,Ladislav Krejčí,"MF,FW",Bologna,2017,Serie A,-17.407759101705558
16499,-10.626065400675184,-2.6593047018059712,Rene Krhin,MF,Nantes,2017,Ligue 1,-7.966760698869213
16500,-36.75101168245472,-10.185680710072281,Bojan Krkić,MF,Stoke City,2017,Premier League,-26.565330972382434
16501,-27.61471081754431,-7.266342540474927,Bojan Krkić,"FW,MF",Alavés,2017,La Liga,-20.348368277069383
16502,-21.561949155420336,-6.173334752913157,Michael Krohn-Dehli,MF,La Coruña,2017,La Liga,-15.38861440250718
16503,-14.2627146576941,-7.312935972205614,Michael Krohn-Dehli,"MF,FW",Sevilla,2017,La Liga,-6.949778685488487
16504,93.49990306738364,0.9827202561734328,Toni Kroos,MF,Real Madrid,2017,La Liga,92.5171828112102
16505,49.428040370836754,6.2935765645913815,Max Kruse,FW,Werder Bremen,2017,Bundesliga,43.13446380624537
16506,12.032158435211548,0.08936041554758545,Grzegorz Krychowiak,MF,West Brom,2017,Premier League,11.942798019663963
16507,-13.318222986212442,-4.406993377328967,Lukas Kübler,"DF,MF",Freiburg,2017,Bundesliga,-8.911229608883474
16508,-0.830857201090466,1.404825913889535,Jasmin Kurtić,"MF,FW",SPAL,2017,Serie A,-2.235683114980001
16509,-20.563091376896416,-2.6062094498536355,Jasmin Kurtić,MF,Atalanta,2017,Serie A,-17.95688192704278
16510,14.82769315604637,2.619522369059008,Layvin Kurzawa,DF,Paris S-G,2017,Ligue 1,12.208170786987363
16511,-48.840629877483444,-10.402316978729637,Filip Kusić,"DF,MF",Köln,2017,Bundesliga,-38.43831289875381
16512,-21.25533606193171,5.9459615397757775,Zdravko Kuzmanović,MF,Málaga,2017,La Liga,-27.201297601707488
16513,-36.33109364754489,-3.7515322487875005,Han Kwang-song,FW,Cagliari,2017,Serie A,-32.57956139875739
16514,-45.9208284161932,-10.147539926746646,Enock Kwateng,DF,Nantes,2017,Ligue 1,-35.77328848944656
16515,16.455341464763205,-1.0887619431038273,Alberto de la Bella,DF,Real Sociedad,2017,La Liga,17.54410340786703
16516,25.629932817576208,14.750980194848221,Rajiv van La Parra,"FW,MF",Huddersfield,2017,Premier League,10.878952622727986
16517,-49.68647383785152,-5.700611174036704,Brighton Labeau,FW,Amiens,2017,Ligue 1,-43.98586266381482
16518,-19.574303727483475,3.6413898233137987,Gaëtan Laborde,FW,Bordeaux,2017,Ligue 1,-23.215693550797273
16519,36.38654894579573,9.258499802514656,Alexandre Lacazette,FW,Arsenal,2017,Premier League,27.128049143281075
16520,-12.864629881654185,-2.509208477167266,Mehdi Lacen,MF,Málaga,2017,La Liga,-10.355421404486918
16521,-43.018414952857654,-9.853807298892098,Mehdi Lacen,MF,Getafe,2017,La Liga,-33.164607653965554
16522,-21.429928090436768,-2.869064073309293,Léo Lacroix,DF,Saint-Étienne,2017,Ligue 1,-18.560864017127475
16523,-56.91919478000917,-10.517971963378862,Freddie Ladapo,FW,Crystal Palace,2017,Premier League,-46.40122281663031
16524,0.6701776199730829,-1.0213703977322657,Víctor Laguardia,DF,Alavés,2017,La Liga,1.6915480177053486
16525,6.418699655781975,1.98191309771622,Konrad Laimer,"DF,MF",RB Leipzig,2017,Bundesliga,4.436786558065755
16526,72.18690382550616,14.610125209705433,Kenny Lala,DF,Strasbourg,2017,Ligue 1,57.576778615800734
16527,-24.30204584128106,-7.044451869770611,Adam Lallana,"MF,FW",Liverpool,2017,Premier League,-17.25759397151045
16528,-0.1653824348114663,0.05027964177721217,Érik Lamela,"FW,MF",Tottenham,2017,Premier League,-0.21566207658867848
16529,-32.13794035342474,-2.7387707895227185,Ádám Lang,DF,Dijon,2017,Ligue 1,-29.39916956390202
16530,-11.053394736299484,-6.018911925485249,Sebastian Langkamp,DF,Hertha BSC,2017,Bundesliga,-5.034482810814236
16531,-32.620431816389285,-9.4051244123668,Sebastian Langkamp,DF,Werder Bremen,2017,Bundesliga,-23.215307404022486
16532,48.742730769745236,6.8948509677020615,Manuel Lanzini,"MF,FW",West Ham,2017,Premier League,41.847879802043174
16533,-7.310370552861583,7.123513950396453,Gianluca Lapadula,FW,Genoa,2017,Serie A,-14.433884503258035
16534,-5.075748123146975,-8.577953157078204,Aymeric Laporte,DF,Manchester City,2017,Premier League,3.5022050339312285
16535,16.72667409757997,2.2483417558041516,Aymeric Laporte,DF,Athletic Club,2017,La Liga,14.478332341775818
16536,33.52046249857295,6.014340500948129,Danilo Larangeira,DF,Udinese,2017,Serie A,27.506121997624817
16537,9.811193223389308,8.069731103391518,Kevin Lasagna,FW,Udinese,2017,Serie A,1.7414621199977898
16538,32.53377167132011,-1.7805277463680642,Jamaal Lascelles,DF,Newcastle Utd,2017,Premier League,34.314299417688176
16539,67.8045532350103,8.73962653217082,Paul Lasne,MF,Montpellier,2017,Ligue 1,59.064926702839486
16540,-40.46782508516836,-8.092192226755058,Borja Lasso,MF,Sevilla,2017,La Liga,-32.3756328584133
16541,-18.036319276959823,-5.559983880953528,Toni Lato,"DF,MF",Valencia,2017,La Liga,-12.476335396006295
16542,42.79680074589252,9.850169352968386,Danny Latza,MF,Mainz 05,2017,Bundesliga,32.94663139292413
16543,17.09590142442403,-2.4910629216930804,Vincent Laurini,DF,Fiorentina,2017,Serie A,19.586964346117114
16544,-23.440253207366133,-4.756986838844053,Wesley Lautoa,"DF,MF",Dijon,2017,Ligue 1,-18.68326636852208
16545,53.13864047378112,8.59465614307811,Diego Laxalt,DF,Genoa,2017,Serie A,44.54398433070301
16546,0.9653958573865764,-0.7467875111203961,Miguel Layún,DF,Sevilla,2017,La Liga,1.7121833685069725
16547,-27.33540145274543,-4.502205527768366,Achraf Lazaar,"MF,DF",Benevento,2017,Serie A,-22.833195924977062
16548,19.296178849292104,4.857302104698515,Valentino Lazaro,"MF,FW",Hertha BSC,2017,Bundesliga,14.438876744593589
16549,1.5534140831255,-2.2269190394642373,Darko Lazović,"DF,MF",Genoa,2017,Serie A,3.780333122589737
16550,75.56794065898204,15.262475859340185,Manuel Lazzari,DF,SPAL,2017,Serie A,60.305464799641854
16551,-36.087909218677254,-7.692963739330781,Mickaël Le Bihan,"FW,MF",Nice,2017,Ligue 1,-28.39494547934647
16552,51.84099536719353,6.113139303738729,Maxime Le Marchand,DF,Nice,2017,Ligue 1,45.7278560634548
16553,24.793884446374125,12.815461609749129,James Lea Siliki,MF,Rennes,2017,Ligue 1,11.978422836624997
16554,24.04422454721199,10.019261706339883,Mathew Leckie,"FW,MF",Hertha BSC,2017,Bundesliga,14.024962840872107
16555,78.51541494420874,18.93058854803884,Pierre Lees-Melou,"MF,FW",Nice,2017,Ligue 1,59.5848263961699
16556,-2.5019352670744266,-3.012738410646659,Matthias Lehmann,MF,Köln,2017,Bundesliga,0.5108031435722324
16557,81.58885194660976,7.358829108934698,Lucas Leiva,MF,Lazio,2017,Serie A,74.23002283767507
16558,19.536932971541134,-1.189651846460086,Florian Lejeune,DF,Newcastle Utd,2017,Premier League,20.72658481800122
16559,35.62527374624657,5.366396384040832,Iñigo Lekue,"DF,FW",Athletic Club,2017,La Liga,30.258877362205737
16560,60.133315613294,6.395727011565853,Thomas Lemar,"MF,FW",Monaco,2017,Ligue 1,53.73758860172815
16561,21.78076456481861,4.009984743573946,Mario Lemina,MF,Southampton,2017,Premier League,17.770779821244666
16562,-23.179525358414097,-6.670443926880304,Mauricio Lemos,DF,Sassuolo,2017,Serie A,-16.509081431533794
16563,0.2991749215589215,-1.2238453373177243,Mauricio Lemos,"DF,MF",Las Palmas,2017,La Liga,1.5230202588766457
16564,-40.71827274295857,-9.678505843947141,Dylan Lempereur,DF,Metz,2017,Ligue 1,-31.039766899011425
